captured_at,search_term,advertiser,ad_library_id,started_running,ad_copy,cta,landing_page_url,ad_library_url,score,first_view_status,first_view_h1,first_view_cta,first_view_proof,notes,lp_capture_status,lp_page_title,lp_page_height_px,lp_screen_count,lp_screenshots_dir,lp_pdf_path,lp_capture_error
2026-07-28,生成AI 中小企業,中小企業リスキリング支援事業（厚生労働省）,2073251810250721,2026/07/01,あなたの企業の課題をAI・DXで解決してみませんか？ DX推進、生成AIの活用、EC・SNSの運用、経理・財務分析など、幅広いテーマに対応できるリスキリング支援事業への参加企業を募集しています。 厚生労働省が提供する公的支援だから安心。 まずはこのセミナーで人材育成に特化した本事業の内容を知ってみませんか？無料・オンラインでどなたでも視聴可能です。,申し込む,https://reskilling.mhlw.go.jp/event/kanto01/,https://www.facebook.com/ads/library/?id=2073251810250721,16,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,＜関東＞中小企業のためのAI・DX推進人材育成セミナー | 厚生労働省 中小企業リスキリング支援事業,2921,4,output/lp-screens/lp-07-reskilling-mhlw-go-jp-2073251810250721,output/lp-pdfs/lp-07-reskilling-mhlw-go-jp-2073251810250721.pdf,
2026-07-28,生成AI 中小企業,中小企業リスキリング支援事業（厚生労働省）,2087045882025846,2026/07/01,あなたの企業の課題をAI・DXで解決してみませんか？ DX推進、生成AIの活用、EC・SNSの運用、経理・財務分析など、幅広いテーマに対応できるリスキリング支援事業への参加企業を募集しています。 厚生労働省が提供する公的支援だから安心。 まずはこのセミナーで人材育成に特化した本事業の内容を知ってみませんか？無料・オンラインでどなたでも視聴可能です。,申し込む,https://reskilling.mhlw.go.jp/event/kyushu-okinawa01/,https://www.facebook.com/ads/library/?id=2087045882025846,16,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,＜九州・沖縄＞中小企業のためのAI・DX推進人材育成セミナー | 厚生労働省 中小企業リスキリング支援事業,3243,4,output/lp-screens/lp-08-reskilling-mhlw-go-jp-2087045882025846,output/lp-pdfs/lp-08-reskilling-mhlw-go-jp-2087045882025846.pdf,
2026-07-28,生成AI 中小企業,中小企業リスキリング支援事業（厚生労働省）,897504522676239,2026/07/01,あなたの企業の課題をAI・DXで解決してみませんか？ DX推進、生成AIの活用、EC・SNSの運用、経理・財務分析など、幅広いテーマに対応できるリスキリング支援事業への参加企業を募集しています。 厚生労働省が提供する公的支援だから安心。 まずはこのセミナーで人材育成に特化した本事業の内容を知ってみませんか？無料・オンラインでどなたでも視聴可能です。,申し込む,https://reskilling.mhlw.go.jp/event/kansai01/,https://www.facebook.com/ads/library/?id=897504522676239,16,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,＜関西＞中小企業のためのAI・DX推進人材育成セミナー | 厚生労働省 中小企業リスキリング支援事業,3243,4,output/lp-screens/lp-09-reskilling-mhlw-go-jp-897504522676239,output/lp-pdfs/lp-09-reskilling-mhlw-go-jp-897504522676239.pdf,
2026-07-28,生成AI 中小企業,愛知県中小企業デジタル人材育成促進事業,1942949306556700,2026/07/14,「セミナーで聞くだけ」はもう卒業。 生成AIを実際に触って、 自社の業務にどう使うかを半日で体験できます。 愛知県の経営者・管理職向け、参加費無料。 8/5(水)岡崎商工会議所。 定員に達し次第締切、申込はお早めに。,詳細を表示,https://digitalsokushin.pref.aichi.jp/lp/202607-okazaki/,https://www.facebook.com/ads/library/?id=1942949306556700,15,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,AI＆デジタル活用法ワークショップ【岡崎会場】 | 愛知県中小企業経営者等デジタル人材育成促進事業,7194,8,output/lp-screens/lp-10-digitalsokushin-pref-aichi-jp-1942949306556700,output/lp-pdfs/lp-10-digitalsokushin-pref-aichi-jp-1942949306556700.pdf,
2026-07-28,生成AI 業務改善,サービス・イノベーション株式会社,1026589400079637,2026/07/23,ChatGPTや生成AIにおすすめを聞いたとき、 あなたの会社は候補に入っていますか？ AIの回答に表示されなければ、 見込み客との接点を競合に奪われている可能性があります。 AiPickでは、自社のAI露出状況、競合との差、 改善すべきポイントを可視化。 AI検索を、新しい見込み客獲得チャネルへ。 まずは無料でAI集客力を診断できます。,詳細を表示,https://www.service-innovation.co.jp/AIEO/,https://www.facebook.com/ads/library/?id=1026589400079637,13,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,,7162,8,output/lp-screens/lp-11-service-innovation-co-jp-1026589400079637,output/lp-pdfs/lp-11-service-innovation-co-jp-1026589400079637.pdf,
2026-07-28,AI 活用 診断,宣伝会議 イベント情報,2205848486902640,2026/07/08,AI活用xブランディングご検討の方必見！本ワークショップでは、参加者様自身が自社ブランドをAIへ問いかけ、「候補に出るか」「正しく説明されるか」「競合と比べて魅力的に語られるか」などをその場で診断。実務へ活用できる改善アクションを持ち帰っていただく予定です。,Learn More,https://www.sendenkaigi.com/marketing/event/xaseminar_2608/?utm_source=facebook&utm_medium=paidsocial&utm_campaign=xaseminar_2608&utm_id=xaseminar_2608&utm_creative_format=responsive&utm_content=hanyo,https://www.facebook.com/ads/library/?id=2205848486902640,13,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,検索されるブランドから、推薦されるブランドへ ～AIに候補化され、人に想起されるBRAND実装ワークショップ～,4495,5,output/lp-screens/lp-12-sendenkaigi-com-2205848486902640,output/lp-pdfs/lp-12-sendenkaigi-com-2205848486902640.pdf,
2026-07-28,生成AI 中小企業,株式会社PENGIN｜BtoBマーケティングが得意なホームページ制作会社,1048220391190376,2026/07/23,------------------------------------------------------------------------------------- ボタン1つで、終わる。 AI活用であなたの業務を90%削減しませんか。 ------------------------------------------------------------------------------------- 株式会社PENGINでは、早期から社内AI活用に注力。 自社で培ったノウハウで、AI活用支援サービスを提供しています。 こんな方におすすめです。 ・社内にAI活用が浸透しない ・単純作業をAIで代替したい ・そもそも何から始めていいかわからない… そんなあなたに、今日から使えるAI活用事例集を無料でプレゼント。 ぜひお気軽にお問い合わせください。,資料の無料DLはこちら,https://pengi-n.co.jp/service/ai-support/,https://www.facebook.com/ads/library/?id=1048220391190376,13,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,Claude Code 導入・活用支援 LP — ハイファイデザイン（WF構造踏襲 / rental-cto配色）,10657,12,output/lp-screens/lp-13-pengi-n-co-jp-1048220391190376,output/lp-pdfs/lp-13-pengi-n-co-jp-1048220391190376.pdf,
2026-07-28,生成AI 中小企業,CLINKS株式会社,2927709540913432,2026/07/16,＼実質負担1人1万円の生成AI研修👛／ ✅メール作成、議事録、企画書、要約など ✅すぐに使える実践的なスキルが身につく！ ✅2時間×6日間でAIを習得 ✅法人向け生成AIが6ヵ月無料 AI活用を加速させたい企業の方は必見です😮 詳しくはお問い合わせ or 資料請求から！,詳細を表示,https://www.knowleful.ai/genai_reskilling/,https://www.facebook.com/ads/library/?id=2927709540913432,12,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,生成AI企業研修 | 助成金活用で実質負担1万円のリスキリング講座,9386,11,output/lp-screens/lp-14-knowleful-ai-2927709540913432,output/lp-pdfs/lp-14-knowleful-ai-2927709540913432.pdf,
2026-07-28,生成AI 中小企業,WEAVE Inc.,852709467598889,2026/06/30,WEAVEは広島を拠点に中四国企業のAI活用を実践型で支援。生成AIを「試す段階」から「現場で使い続ける段階」まで一貫支援を行います,詳細を表示,https://weav-e.jp/,https://www.facebook.com/ads/library/?id=852709467598889,12,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,広島のAI研修・生成AI研修・体験会なら株式会社WEAVE｜中小企業・自治体向け実践型AI教育,12583,14,output/lp-screens/lp-15-weav-e-jp-852709467598889,output/lp-pdfs/lp-15-weav-e-jp-852709467598889.pdf,
2026-07-28,生成AI 中小企業,WEAVE Inc.,994595730062769,2026/07/01,WEAVEは広島を拠点に中四国企業のAI活用を実践型で支援。生成AIを「試す段階」から「現場で使い続ける段階」まで一貫支援を行います,詳細を表示,https://weav-e.jp/,https://www.facebook.com/ads/library/?id=994595730062769,12,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,広島のAI研修・生成AI研修・体験会なら株式会社WEAVE｜中小企業・自治体向け実践型AI教育,12583,14,output/lp-screens/lp-15-weav-e-jp-852709467598889,output/lp-pdfs/lp-15-weav-e-jp-852709467598889.pdf,
2026-07-28,生成AI 業務改善,クラウドエース株式会社,1039872355058819,2026/07/13,生成AIは「導入」から「実装」のフェーズへ。 自社の現場でAIを使い倒し、マーケ業務プロセスを変革した事例をお見せします。 クラウドエースでは、自社マーケティングの現場でカスタムGemやAIエージェントをフル活用し、企業ごとの動向分析からコンテンツ制作までを一気通貫でシステム化しています。 クラウドインテグレーターとして、まずは自社がAI活用の最前線を走る。 月200時間の工数削減を生み出した、独自の「AI×人の最適な役割分担」の全貌をぜひご覧ください。,クラウドエースのAI活用社内事例を公開中,https://cloud-ace.jp/internal-case/detail01/,https://www.facebook.com/ads/library/?id=1039872355058819,12,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,AIと人の役割を定め、月間約200時間の工数を削減！ | クラウドエース株式会社,4823,6,output/lp-screens/lp-16-cloud-ace-jp-1039872355058819,output/lp-pdfs/lp-16-cloud-ace-jp-1039872355058819.pdf,
2026-07-28,AI 活用 診断,一般社団法人プロティアン・キャリア協会,2042348909686727,2026/05/17,これからのキャリア支援に、AIという「強力なパートナー」を活用できていますか？ 変化の激しい時代、過去の経験だけでなく、未来に向けた戦略的なキャリア自律が求められています。 本動画では、累計35万人が学ぶ最新理論「現代版プロティアン・キャリア」にAI活用を掛け合わせた、データに基づく実践的なキャリア開発手法の全貌を詳しく解説しています。 【このような方に最適な動画です】 ・AI時代のキャリア自律の考え方を基礎から学びたい方 ・「キャリア開発診断」などデータを用いた支援法を知りたい人事 ・リーダー ・従来のキャリア支援に「AI活用」という強みを加えたい支援者（キャリコン） ・キャリア開発の第一人者、田中研之輔教授監修の最新理論を知りたい方 【1分で登録完了】 フォーム入力後、すぐにアーカイブ動画をご視聴いただけます。 AIによる環境変化を味方につける具体的なステップを、今すぐ手に入れてください。,,https://protean-career.or.jp/seminor-information/20260220-2/,https://www.facebook.com/ads/library/?id=2042348909686727,12,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,セミナー/イベント情報 | 一般社団法人 プロティアン・キャリア協会,3783,5,output/lp-screens/lp-17-protean-career-or-jp-2042348909686727,output/lp-pdfs/lp-17-protean-career-or-jp-2042348909686727.pdf,
2026-07-28,AI 活用 診断,一般社団法人プロティアン・キャリア協会,2224797981658469,2026/05/17,これからのキャリア支援に、AIという「強力なパートナー」を活用できていますか？ 変化の激しい時代、過去の経験だけでなく、未来に向けた戦略的なキャリア自律が求められています。 本動画では、累計35万人が学ぶ最新理論「現代版プロティアン・キャリア」にAI活用を掛け合わせた、データに基づく実践的なキャリア開発手法の全貌を詳しく解説しています。 【このような方に最適な動画です】 ・AI時代のキャリア自律の考え方を基礎から学びたい方 ・「キャリア開発診断」などデータを用いた支援法を知りたい人事 ・リーダー ・従来のキャリア支援に「AI活用」という強みを加えたい支援者（キャリコン） ・キャリア開発の第一人者、田中研之輔教授監修の最新理論を知りたい方 【1分で登録完了】 フォーム入力後、すぐにアーカイブ動画をご視聴いただけます。 AIによる環境変化を味方につける具体的なステップを、今すぐ手に入れてください。,,https://protean-career.or.jp/seminor-information/20260220-2/,https://www.facebook.com/ads/library/?id=2224797981658469,12,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,セミナー/イベント情報 | 一般社団法人 プロティアン・キャリア協会,3783,5,output/lp-screens/lp-17-protean-career-or-jp-2042348909686727,output/lp-pdfs/lp-17-protean-career-or-jp-2042348909686727.pdf,
2026-07-28,生成AI 中小企業,Ai経営本部,1045737721267728,2026/07/26,「中小企業に役員会なんて作れない」― それなら、6人のAI役員＋チーフメンターで構成された『AI経営本部』が代わりに事業案を法務・財務・マーケ視点で多角評価。14日間無料で試せます。,Sign Up,https://honbu.ai/c?utm_source=meta&utm_medium=cpc&utm_campaign=ai_keieihonbu&utm_content=AS03-A-v2-LPC,https://www.facebook.com/ads/library/?id=1045737721267728,10,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,AIと私で、最高の決断を。 | AI経営本部,900,1,output/lp-screens/lp-18-honbu-ai-1045737721267728,output/lp-pdfs/lp-18-honbu-ai-1045737721267728.pdf,
2026-07-28,AI 活用 診断,Aoki Ai,4462465410565326,2026/07/21,AIに興味はあるけど、何から始めればいいか分からない。 そんな方のための、無料オンライン個別相談です。 ・現状のヒアリング ・AI活用の適性診断 ・あなた用の学習ロードマップ提案 参加特典として、今日から使えるAIプロンプト集もお渡しします。 オンライン30分・予約は30秒で完了します。,,https://ai-work-studio-lp.pages.dev/?utm_source=meta_ad&utm_medium=paid&utm_campaign=line_first&utm_content=creview_pipeline,https://www.facebook.com/ads/library/?id=4462465410565326,10,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,AI Work Studio｜「クラウドソーシングで仕事が取れない」を、AIで終わらせる無料体験（30分）,10371,12,output/lp-screens/lp-19-ai-work-studio-lp-pages-dev-4462465410565326,output/lp-pdfs/lp-19-ai-work-studio-lp-pages-dev-4462465410565326.pdf,
2026-07-28,AI 活用 診断,Tenmusns,1298003395507813,2026/07/24,あなたの会社のSNS運用、 AIを活用できる状態ですか？ たった数分の診断で、 AI活用度や改善ポイントをチェック。 まずは無料診断から。,詳しくはこちら,https://shindan.penguin-ai.net/,https://www.facebook.com/ads/library/?id=1298003395507813,10,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,Instagramアカウント無料診断 | PENguin,1317,2,output/lp-screens/lp-20-shindan-penguin-ai-net-1298003395507813,output/lp-pdfs/lp-20-shindan-penguin-ai-net-1298003395507813.pdf,
2026-07-28,生成AI 中小企業,公益財団法人千葉市産業振興財団,1430447679271578,2026/07/22,『新時代のグローバルEC戦略セミナー～AIエージェンティックコマース時代の新常識～』 越境EC市場の拡大に加え、生成AIやAIエージェンティックコマースの普及により、海外販売を取り巻く環境は大きく変化しています。これからは検索エンジン対策だけでなく、「AIに選ばれる」ための情報発信が重要な時代です。 本セミナーでは、生成AIを活用した商品画像・商品説明の作成方法をはじめ、海外市場で売れるためのSEOや最新のグローバルEC戦略を、実践事例を交えながら分かりやすく解説します。 海外販路を拡大したい方、AIを活用して業務を効率化したい方、人手不足の中でも売上向上を目指したい方におすすめです。是非ご参加ください。 【申込リンク】 https://www.chibashi-sangyo.or.jp/info-all/13783/,詳しくはこちら,https://www.chibashi-sangyo.or.jp/info-all/13783/,https://www.facebook.com/ads/library/?id=1430447679271578,10,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,【9/4開催】『新時代のグローバルEC戦略セミナー～AIエージェンティックコマース時代の新常識～』 | 千葉市産業振興財団,3226,4,output/lp-screens/lp-21-chibashi-sangyo-or-jp-1430447679271578,output/lp-pdfs/lp-21-chibashi-sangyo-or-jp-1430447679271578.pdf,
